"Participant","Experimenter","Experiment_Duration","Date","Mobile","Gender","Age","Education","Ethnicity","PID5_Duration","PID5_Order","PID5_NegativeAffect_10","PID5_Antagonism_25","PID5_Psychoticism_24","PID5_NegativeAffect_8","PID5_Detachment_14","PID5_Antagonism_22","PID5_NegativeAffect_9","PID5_Psychoticism_12","PID5_Antagonism_19","PID5_Antagonism_20","PID5_NegativeAffect_11","PID5_Disinhibition_1","PID5_Detachment_13","PID5_Psychoticism_7","PID5_Psychoticism_21","PID5_Disinhibition_6","PID5_Psychoticism_23","PID5_Detachment_18","PID5_Disinhibition_3","PID5_Antagonism_17","PID5_Detachment_4","PID5_Detachment_16","PID5_Disinhibition_5","PID5_Disinhibition_2","PID5_NegativeAffect_15","IPIP6_Duration","IPIP6_Order","IPIP6_Extraversion_1","IPIP6_Agreeableness_2","IPIP6_Conscientiousness_3","IPIP6_Neuroticism_4","IPIP6_Openness_5","IPIP6_HonestyHumility_6_R","IPIP6_Extraversion_7_R","IPIP6_Agreeableness_8_R","IPIP6_Openness_9_R","IPIP6_Conscientiousness_10","IPIP6_Conscientiousness_11_R","IPIP6_HonestyHumility_12_R","IPIP6_Openness_13_R","IPIP6_Agreeableness_14","IPIP6_Neuroticism_15_R","IPIP6_Neuroticism_16","IPIP6_Neuroticism_17_R","IPIP6_HonestyHumility_18_R","IPIP6_Extraversion_19_R","IPIP6_Agreeableness_20_R","IPIP6_Openness_21_R","IPIP6_Conscientiousness_22_R","IPIP6_Extraversion_23","IPIP6_HonestyHumility_24_R","SSS_Duration","SSS_Order","SSS_19","SSS_10","SSS_20","SSS_14","SSS_7","SSS_11","SSS_9","SSS_2","SSS_16","SSS_5","SSS_18","SSS_1","SSS_8","SSS_17","SSS_3","SSS_21","SSS_4","SSS_12","SSS_13","SSS_6","SSS_15","MIST_Duration","MIST_Order","MIST_Real_A_3","MIST_Real_B_6","MIST_Fake_C_13","MIST_Real_B_7","MIST_Fake_D_16","MIST_Fake_C_10","MIST_Fake_D_15","MIST_Fake_C_9","MIST_Real_A_2","MIST_Real_A_1","MIST_Real_B_8","MIST_Real_A_5","MIST_Fake_D_14","MIST_Fake_C_11","MIST_Fake_C_12","MIST_Real_A_4","IPIP6_Extraversion","IPIP6_Conscientiousness","IPIP6_Neuroticism","IPIP6_Openness","IPIP6_HonestyHumility","IPIP6_Agreeableness","IPIP6_SD","PID5_Disinhibition","PID5_Detachment","PID5_NegativeAffect","PID5_Antagonism","PID5_Psychoticism","PID5_SD","SSS_General","SSS_SD","MIST_RealDetection","MIST_FakeDetection","MIST_Discernment","MIST_Distrust","MIST_Naivete"
"S255","SONA",26.2703666666667,"05/03/2024","False","Female",20,"High School","White",2.2073,4,1,0,0,1,1,0,3,0,0,0,3,0,0,1,0,1,1,2,0,0,1,3,0,0,2,1.94085,2,0.28,0.81,0.58,0.62,0.3,0.39,0.57,0.58,0.6,0.58,0.11,0.38,0.61,0.51,0.01,0.65,0.27,0.13,0.82,0.39,0.43,0.5,0.39,0.19,1.84835,3,0,3,2,3,3,3,2,3,2,1,1,3,2,3,4,1,3,4,2,1,1,2.09908333333333,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0.32,0.6375,0.7475,0.415,0.7275,0.5875,0.14431773521454,0.2,1.4,2,0,0.4,0.627022315620852,0.55952380952381,1.09108945117996,3,5,8,2,-2
"S256","SONA",23.9862833333333,"05/03/2024","False","Female",20,"High School","White",1.77208333333333,2,2,0,1,3,1,1,1,0,0,0,2,0,2,2,1,1,2,2,0,0,2,2,0,0,1,1.40954666666666,4,0,1,0.43,0.31,0.45,0,1,0.05,0.23,0.62,0.71,0.22,0.45,0.69,0.25,0.44,0.15,0,1,0.06,0,0.32,0.06,0,1.46486666666667,3,2,1,0,1,2,3,1,1,3,1,2,2,1,1,2,2,3,3,3,0,0,1.79221666666667,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0.015,0.505,0.5875,0.6925,0.945,0.895,0.159473864660684,0.2,1.8,1.8,0.2,1.2,0.602992167913605,0.404761904761905,1.02353263143832,4,2,6,-2,2
"S257","SONA",22.0718166666667,"05/03/2024","False","Female",20,"High School","White",1.59863333333333,4,2,2,3,2,1,1,2,2,2,1,1,2,1,2,2,1,2,1,2,0,2,0,2,2,2,1.11826500000001,2,0.75,1,0.59,0.57,0.54,0.27,0.37,0,0.25,1,0,0.38,0.22,0.91,0.3,0.39,0.11,0.3,0.54,0.16,0.37,0.22,0.73,0.45,1.0053,3,3,1,3,2,3,3,3,1,2,1,3,1,2,2,2,2,3,3,3,1,2,1.46833333333333,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0.6425,0.8425,0.6375,0.675,0.65,0.9375,0.135153514790479,1.8,1,1.8,1.2,2.2,0.577081518844099,0.547619047619048,0.813575295780767,2,2,4,0,0
"S258","SONA",26.80775,"05/03/2024","False","Female",18,"High School","White",2.97545,3,3,0,1,3,0,0,3,2,3,0,1,0,0,1,2,1,1,1,0,0,2,0,0,0,2,2.42822000000079,1,0.37,0.92,0.19,0.93,0.85,0.19,0.35,0.26,0.12,0.78,0.3,0.12,0.24,0.54,0.03,0.96,0.07,0.04,0.36,0.18,0.35,0.32,0.19,0.55,3.53865,2,4,2,0,2,3,1,0,2,4,2,0,2,3,3,2,1,3,4,4,1,1,2.11576666666667,4,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0.4625,0.5875,0.9475,0.785,0.775,0.755,0.167013125591396,0.2,0.6,2.4,0.6,1.4,0.825086264300966,0.523809523809524,1.33808676492827,0,3,3,3,-3
"S259","SONA",30.6079666666667,"06/03/2024","False","Female",20,"High School","White",2.42603333333333,2,2,0,2,3,1,0,0,1,1,0,2,0,2,2,2,1,2,1,0,0,2,0,0,0,2,2.6803349999994,4,0.13,0.8,0.63,0.75,0.94,0.21,0.88,0.21,0.64,0.84,0.15,0.33,0,0.62,0.36,0.51,0.11,0.27,0.9,0.15,0.18,0.5,0.11,0.42,2.19133333333333,1,4,3,1,3,2,1,1,0,3,1,1,2,0,1,0,3,3,0,2,0,2,1.84031666666667,3,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0.115,0.705,0.6975,0.78,0.6925,0.765,0.137368581395757,0.2,1.2,1.8,0.2,1.8,0.654749185608856,0.392857142857143,1.247855302967,3,0,3,-3,3
"S260","SONA",21.07935,"06/03/2024","False","Female",18,"High School","White",1.73793333333333,4,2,2,2,2,0,0,1,1,0,0,3,1,0,2,3,2,3,1,2,0,2,0,1,2,1,1.2675,1,0.64,1,0.33,0.43,1,0.16,0.12,0,0.18,0.69,0.68,0.51,0,1,0.31,0.7,0.83,0.08,0.31,0,0,1,0.89,0,1.67321666666667,3,3,1,0,1,1,2,0,0,2,0,3,1,1,1,2,2,3,3,3,0,1,1.91541666666667,2,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0.775,0.335,0.4975,0.955,0.8125,1,0.162825144457256,1.6,0.6,1.8,0.4,2.2,0.80197939851463,0.357142857142857,1.12122382116278,2,0,2,-2,2
"S261","SONA",22.4842333333333,"06/03/2024","False","Male",22,"High School","White",2.07176666666667,2,1,0,2,3,2,0,1,2,2,0,2,0,3,3,1,1,1,0,1,0,0,3,0,1,1,1.66735,4,0.18,0.87,0.43,0.05,0.32,0.18,0.71,0.57,0.07,0.71,0.32,0.12,0.11,0.27,0.37,0.56,0.32,0.36,0.58,0.59,0,0.1,0.28,0.63,1.71855,1,1,1,0,3,1,1,0,0,2,1,3,3,0,0,1,3,1,2,4,0,0,2.43961666666667,3,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0.2925,0.68,0.48,0.785,0.6775,0.495,0.230761562021243,0.6,1.6,1.6,0.4,1.8,0.937962410969877,0.321428571428571,1.27054543967767,4,2,6,-2,2
"S262","SONA",24.4061833333333,"07/03/2024","False","Female",19,"High School","White",1.9175,1,1,0,1,3,0,0,3,1,0,0,2,0,0,2,2,1,2,0,3,0,2,1,0,1,3,1.99866166666746,2,0.75,0.74,0.64,0.95,0.65,0.33,0.51,0.24,0.26,0.69,0.28,0.69,0.3,0.76,0.14,0.97,0.25,0.64,0.62,0.2,0.34,0,0.81,0.59,1.36133333333333,4,3,0,2,1,3,3,0,2,3,2,1,3,3,2,2,4,1,3,3,1,0,1.56001666666667,3,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0.6075,0.7625,0.8825,0.6875,0.4375,0.765,0.115737373181199,1,0.6,2.4,0,1.6,0.712264362179317,0.5,1.18321595661992,5,5,10,0,0
"S263","SONA",33.7888666666667,"07/03/2024","False","Female",20,"High School","White",2.74303333333333,2,1,0,1,1,1,0,2,0,2,0,1,1,0,2,2,3,2,1,1,0,1,1,0,1,1,2.02756666666667,3,0.38,0.72,0.68,0.62,0.85,0.36,0.75,0.36,0.6,0.73,0.6,0.37,0.22,0.7,0.77,0.34,0.42,0.33,0.39,0.38,0.38,0.68,0.2,0.36,2.06471666666667,1,3,2,1,3,3,3,0,1,2,2,0,2,1,1,0,1,4,4,2,0,2,0.940816666666667,4,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0.36,0.5325,0.4425,0.6625,0.645,0.67,0.139782231135567,1.2,0.8,1.2,0.4,1.4,0.755745337602016,0.44047619047619,1.26114082896249,4,4,8,0,0
"S264","SONA",26.5787,"07/03/2024","False","Female",19,"Bachelor","White",2.28863333333333,1,2,2,2,3,1,2,3,2,3,2,2,2,0,3,3,3,3,1,2,0,2,1,2,2,3,1.56163333333333,3,0.32,0.69,0.35,1,0.67,0.57,0.35,0.33,0.42,0.31,0.67,0.56,0.41,0.73,0.26,1,0.11,0.32,0.67,0.34,0.32,1,0.35,0.64,0.822283333333333,4,3,3,3,3,0,1,3,3,1,2,2,1,2,4,0,3,3,2,2,0,2,1.3456,2,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0.4125,0.2475,0.9075,0.63,0.4775,0.6875,0.11176665097167,2.2,1,2.6,1.8,2.6,0.669042121341434,0.511904761904762,1.16086995293144,5,0,5,-5,5
"S265","SONA",30.5885666666667,"07/03/2024","False","Female",20,"Other","White",4.25268333333333,3,2,0,2,3,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,2,1.96816666666667,1,0.75,0.75,0.31,0.4,0.56,0.45,0.36,0,0,0,0.21,0.23,0.38,0.59,0.6,0.55,0.43,0.5,0.58,0.38,0.37,0.38,0.67,0.55,1.67408333333333,2,3,1,3,2,3,3,0,1,4,0,1,3,0,3,0,2,3,0,2,0,0,1.45056666666667,4,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0.62,0.43,0.48,0.7025,0.5675,0.74,0.185203496285999,0,0.2,2.2,0,1,0.461728150674602,0.404761904761905,1.39557122627942,4,0,4,-4,4
"S266","SONA",28.49625,"07/03/2024","False","Female",19,"High School","Other",1.32971666666667,1,2,1,0,3,0,0,3,0,3,0,2,1,0,2,2,2,1,1,2,0,0,0,0,1,2,0.96765,2,1,1,0.31,0.9,0.74,0,0.3,0,0,0.76,0.77,0.84,0.11,1,0.25,1,0,0.02,0.28,0,0,0.22,0.91,0.24,1.25706666666667,4,4,2,1,2,0,3,3,3,3,0,3,3,0,4,0,2,3,4,3,0,0,2.49241666666667,3,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0.8325,0.52,0.9125,0.9075,0.725,1,0.178385799635088,1.2,0.2,2.4,0.8,1,0.827087332115946,0.511904761904762,1.49920613913466,4,3,7,-1,1
"S267","SONA",23.51915,"08/03/2024","False","Female",22,"Bachelor","Middle Eastern",2.12258333333333,1,2,0,1,3,0,0,3,0,2,1,1,2,0,1,2,0,2,1,1,0,3,1,1,2,2,1.73985,4,0.54,0.92,0.59,0.81,0.95,0.43,0.24,0.4,0.42,0.6,0.77,0.62,0.07,0.81,0.44,0.85,0.53,0.64,0.43,0.41,0.56,0.25,0.71,0.68,1.71846666666667,3,2,2,1,2,3,1,0,3,1,2,2,1,0,2,0,2,4,1,3,0,0,1.97645,2,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0.645,0.5425,0.6725,0.725,0.4075,0.73,0.173668929303059,1.2,1,2.2,0.6,1.2,0.925830428398746,0.380952380952381,1.16700675315302,4,1,5,-3,3
"S268","SONA",22.81145,"08/03/2024","False","Female",21,"Bachelor","White",1.62266666666667,4,3,1,2,3,0,1,3,2,2,0,2,0,2,2,0,3,3,1,1,0,1,2,2,1,2,1.127675,2,0.31,0.69,0.64,0.66,0.68,0.28,0.24,0.64,0.24,0.75,0.42,0.75,0.27,0.7,0.34,0.69,0.56,0.13,0.8,0.31,0.27,0.32,0.32,0.63,1.30408333333333,3,4,3,3,4,4,3,3,4,3,3,4,4,4,4,3,4,4,3,3,1,4,1.11098333333333,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0.3975,0.6625,0.6125,0.725,0.5525,0.61,0.154269514142673,1.4,1.2,2.6,0.8,1.8,0.891332630136558,0.857142857142857,0.746420027292179,2,1,3,-1,1
"S269","SONA",22.9976166666667,"08/03/2024","False","Female",19,"High School","White",1.42348333333333,3,1,0,2,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67923333333334,4,0.88,0.88,0.71,0.2,0.63,0.53,0.13,0,0.02,0.66,0.54,0.51,0.09,0.73,0.74,0.55,0.65,0.56,0.49,0.04,0,0.59,0.46,0.5,1.23566666666667,1,3,2,0,2,2,2,0,2,3,0,2,2,0,2,0,2,2,3,3,1,0,2.05535,2,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.68,0.56,0.34,0.88,0.475,0.8925,0.140515759621561,0,0,1,0.2,0.4,0.409749513537284,0.392857142857143,1.12122382116278,2,2,4,0,0
"S270","SONA",20.5910333333333,"08/03/2024","False","Female",21,"Bachelor","White",1.353,3,3,1,2,3,0,1,3,1,2,0,3,1,2,3,2,2,3,0,2,0,2,2,1,1,3,0.857691666666667,1,0.26,0.67,0.67,0.7,0.72,0.26,0.68,0.28,0.28,0.66,0.32,0.65,0.28,0.66,0.27,0.66,0.54,0.31,0.68,0.23,0.26,0.33,0.27,0.59,1.06105,4,3,3,4,3,2,3,3,3,3,3,3,4,3,3,3,4,4,3,3,1,3,1.08276666666667,2,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0.2925,0.67,0.6375,0.725,0.5475,0.705,0.0697706303277216,1.4,1.2,3,0.8,2.2,0.66329754511673,0.761904761904762,0.669043382464133,2,2,4,0,0
"S271","SONA",21.3938833333333,"08/03/2024","False","Female",19,"High School","White",1.61635,4,1,0,1,3,2,0,3,1,2,0,3,0,2,3,2,0,2,2,0,0,2,2,0,0,3,1.33088166666428,2,0.12,0.64,0.69,0.44,0.25,0.03,0.99,0.07,0.88,0.96,0.02,0.09,0.85,0.21,0.23,0.83,0.62,0.14,0.89,0.2,0.78,0,0.07,0.18,1.24245,3,3,2,1,2,1,3,0,2,2,0,2,3,1,1,0,3,1,1,1,1,0,2.0962,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0.0775,0.9075,0.605,0.185,0.89,0.645,0.143674850337927,0,2,2.6,0.4,1.8,0.525102881706781,0.357142857142857,1.02817452659695,3,1,4,-2,2
"S272","SONA",23.6569333333333,"09/03/2024","False","Female",21,"Bachelor","White",1.16801666666667,3,3,1,1,3,0,1,3,0,2,0,2,1,2,2,2,2,3,1,1,0,1,1,1,2,2,0.917063333333284,4,0.3,0.83,0.4,0.71,0.72,0.27,0.73,0.27,0.32,0.55,0.34,0.62,0.68,0.67,0.31,0.72,0.6,0.23,0.7,0.28,0.24,0.31,0.29,0.7,0.78255,2,3,3,3,2,3,3,3,2,3,3,3,3,4,3,3,4,4,2,4,3,3,0.647533333333333,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0.29,0.575,0.63,0.62,0.545,0.7375,0.134740014229406,1.4,1,2.6,0.8,1.6,0.755877469566019,0.761904761904762,0.589592272353571,2,2,4,0,0
"S273","SONA",62.8406666666667,"09/03/2024","False","Female",19,"Bachelor","White",1.8188,4,2,0,2,2,1,2,3,0,2,1,2,2,0,2,2,0,2,2,1,0,1,1,1,3,2,11.2267516666412,1,0.88,0.82,0.5,0.73,0.81,0.3,0.05,0.25,0.4,0.34,0.62,0.47,0.25,0.99,0.97,0.73,0.5,0.5,0.4,0.33,0.39,0.5,0.86,0.23,3.98913333333333,2,3,1,0,2,0,4,0,1,3,1,1,0,0,1,0,3,0,2,2,0,0,2.10925,3,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0.8225,0.43,0.4975,0.6925,0.625,0.8075,0.156126433813627,1.4,1,2.2,1,1.6,0.837784598557112,0.285714285714286,1.27615493909299,4,3,7,-1,1
"S274","SONA",39.8343166666667,"14/03/2024","False","Male",20,"High School","Mixed",4.45695,3,2,0,2,2,0,1,1,1,2,1,1,2,1,1,2,2,2,0,1,0,2,0,1,2,2,4.79546333333333,2,0.64,0.78,0.29,0.62,0.69,0.5,0.34,0.41,0.7,0.66,0.66,0.58,0.33,0.37,0.43,0.56,0.36,0.39,0.4,0.4,0.42,0.64,0.6,0.35,5.98143333333333,1,3,2,2,1,2,3,0,1,3,1,2,2,1,1,1,3,3,3,3,1,0,1.51776666666667,4,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0.625,0.4125,0.5975,0.56,0.545,0.585,0.114765606735425,1.6,0.6,1.6,0.8,1.6,0.674850978009898,0.452380952380952,1.03048763306736,1,0,1,-1,1
"S275","SONA",25.0584833333333,"14/03/2024","False","Male",22,"High School","White",1.95978333333333,3,2,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,1,1.27115833333333,4,0.5,0.93,0.06,0.64,0.5,0.12,0.3,0.07,0,0.15,0.12,0.5,0.15,0.91,0.64,0.69,0.1,0.53,0.24,0,0.01,0.69,0.75,0.5,1.94043333333333,1,0,0,0,1,1,2,2,1,0,1,2,1,0,2,0,1,0,1,0,0,0,2.07971666666667,2,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0.6775,0.35,0.6475,0.835,0.5875,0.9425,0.196709669542087,0.4,0.6,1,0.6,0.2,0.628838536539351,0.178571428571429,0.783763812819726,2,4,6,2,-2
"S276","SONA",19.84005,"14/03/2024","False","Female",20,"High School","Mixed",1.5778,4,2,2,2,2,2,2,0,0,2,0,3,3,1,3,3,2,3,1,2,3,1,2,1,3,3,1.28558333333333,3,0.79,0.79,0,1,0.67,0.72,0.68,0.8,0.69,0.71,0.71,0.74,0.18,0.63,0.42,0.22,0.2,1,0.8,0.86,0.71,1,0,1,1.15606666666667,2,3,3,4,2,3,4,4,2,1,3,1,3,3,2,3,0,4,4,1,0,0,1.237,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0.3275,0.25,0.65,0.5225,0.135,0.44,0.290840448637147,2.2,1.4,2,1.8,2.2,1.00168261029634,0.595238095238095,1.39557122627942,4,6,10,2,-2
"S277","SONA",34.9914,"15/03/2024","False","Female",20,"High School","White",1.67323333333333,1,3,0,2,3,0,0,2,1,2,0,2,0,1,1,2,1,2,2,1,0,2,1,2,0,1,2.01898333333333,4,0.28,0.78,0.61,0.68,0.87,0.31,0.8,0.24,0.38,0.67,0.67,0.32,0.25,0.7,0.33,0.71,0.5,0.35,0.64,0.3,0.31,0.36,0.4,0.37,1.48681666666667,3,3,3,3,3,1,3,2,2,3,2,3,3,1,1,0,3,3,0,3,2,0,6.15225,2,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0.31,0.5625,0.64,0.7325,0.6625,0.735,0.0858671864781383,0.8,1.2,2.2,0.4,1.6,0.790425965621462,0.523809523809524,1.13599128098599,2,1,3,-1,1
"S278","SONA",21.2634666666667,"16/03/2024","False","Male",20,"High School","Mixed",1.47341666666667,4,2,1,1,2,0,0,1,1,2,1,1,2,1,2,2,2,2,1,1,0,2,0,1,2,2,1.07308666666659,3,0.59,0.61,0.29,0.57,0.77,0.37,0.17,0.3,0.64,0.66,0.66,0.62,0.24,0.38,0.4,0.41,0.41,0.56,0.25,0.27,0.25,0.66,0.66,0.37,2.70253333333333,1,2,3,3,2,1,3,0,1,3,1,3,3,0,1,1,4,3,2,3,0,0,1.76878333333333,2,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0.7075,0.4075,0.5425,0.66,0.52,0.605,0.1419701360927,1.6,0.8,1.6,0.8,1.6,0.66329754511673,0.464285714285714,1.27615493909299,2,0,2,-2,2
"S279","SONA",17.71925,"16/03/2024","False","Male",19,"High School","White",1.21361666666667,3,2,0,0,2,0,0,1,0,0,0,2,0,0,0,0,1,0,1,2,0,2,1,1,0,1,1.29295666666677,2,0.33,0.82,0.41,0.09,0.53,0.05,0.34,0.25,0.09,0.63,0.63,0.5,0.01,0.94,0.56,0.07,0.8,0.05,0.58,0,0.36,0,0.21,0.22,1.19443333333333,1,2,0,0,1,1,2,2,0,2,1,1,1,0,1,0,3,2,0,3,0,0,1.31328333333333,4,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0.405,0.6025,0.2,0.7675,0.795,0.8775,0.19876190480406,0.8,0.8,1.6,0,0,0.444208522114663,0.261904761904762,1.02353263143832,3,1,4,-2,2
"S280","SONA",30.7375166666667,"16/03/2024","False","Female",19,"High School","White",2.4423,4,1,0,0,2,0,0,2,0,2,0,2,0,0,2,2,1,1,1,0,0,2,1,0,0,2,1.70162666666706,1,0.14,0.76,0.71,0.66,0.72,0.42,0.5,0.35,0.34,0.64,0.64,0.28,0.24,0.59,0.39,0.87,0.2,0.15,0.56,0.23,0.2,0.34,0.15,0.57,1.6467,2,3,3,2,3,1,3,2,0,3,0,2,4,3,2,1,3,2,1,3,0,1,1.49456666666667,3,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0.3075,0.5925,0.735,0.735,0.645,0.6925,0.132602090884981,0.2,0.8,1.8,0.4,1,0.725102881706781,0.5,1.18321595661992,4,1,5,-3,3
"S281","SONA",36.6579666666667,"16/03/2024","False","Female",19,"High School","Mixed",2.3275,4,2,2,2,3,1,2,2,1,2,2,2,1,2,3,2,2,3,2,2,1,2,3,3,1,2,2.4613049999997,1,0.29,0.69,0.4,0.69,0.42,0.39,0.5,0.33,0.41,0.62,0.72,0.41,0.56,0.57,0.3,0.6,0.5,0.24,0.61,0.34,0.39,0.85,0.34,0.32,2.32303333333333,3,3,1,2,2,3,1,0,2,2,2,4,3,3,1,3,4,2,2,3,1,0,7.29421666666667,2,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0.38,0.3625,0.6225,0.515,0.66,0.6475,0.101963004178498,1.8,2,2.2,1.8,2.2,0.654970805050923,0.523809523809524,1.13599128098599,3,2,5,-1,1
"S282","SONA",25.5925833333333,"16/03/2024","False","Female",18,"High School","White",2.17433333333333,3,2,1,1,2,0,0,3,2,2,2,1,0,0,1,1,1,2,1,1,0,0,1,0,2,2,1.37925333333015,1,0.82,1,0.7,0.84,0.37,0.27,0.2,0,0.61,1,0.38,0.6,0.6,0.83,0.81,0.93,0.64,0.64,0.37,0.02,0.35,0.23,0.19,0.65,1.69628333333333,2,3,3,2,2,3,3,1,1,3,2,1,3,1,3,1,3,4,2,2,0,0,1.72171666666667,4,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.61,0.7725,0.58,0.4525,0.46,0.9525,0.202142935401189,0.8,0.4,2,1,1.4,0.727842384546191,0.511904761904762,1.11696868694653,4,3,7,-1,1
"S283","SONA",21.97985,"16/03/2024","False","Female",21,"High School","White",1.77718333333333,1,3,2,0,2,0,2,2,2,2,3,2,0,0,2,2,0,3,1,1,1,0,1,0,1,1,1.91016666666667,4,0.78,0.78,0.78,0.26,0.25,0.4,0.72,0.9,0.29,0.74,0.04,0.74,0.42,0.29,0.15,0.62,0.75,0.69,0.44,0.31,0.31,0.06,0.7,0.16,1.30073333333333,2,2,0,1,1,3,2,0,0,0,1,0,2,0,3,0,3,1,0,0,0,0,2.28563333333333,3,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0.58,0.855,0.495,0.5575,0.5025,0.465,0.238345800475784,0.4,0.4,2,2,1.8,0.721020758478752,0.226190476190476,1.13599128098599,4,5,9,1,-1
"S284","SONA",27.1383,"17/03/2024","False","Female",19,"High School","White",2.71398333333333,1,2,0,3,1,2,0,3,1,1,0,1,0,0,2,3,0,3,2,0,0,2,1,0,0,2,1.65957166666662,2,0.34,0.76,0.18,0.91,1,0.03,0.18,0.21,0.07,0.74,0.2,0.77,0.03,0.99,0.29,0.81,0.7,0.61,0.69,0.24,0.12,0.16,0.29,0.62,1.62568333333333,3,4,1,1,2,3,3,2,3,3,3,3,3,3,0,1,3,4,2,3,1,0,2.33211666666667,4,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0.44,0.64,0.6825,0.945,0.4925,0.825,0.220138354303747,0,1.4,1.8,0.2,2.4,0.614545600806773,0.571428571428571,1.18923745075814,1,2,3,1,-1
"S285","SONA",20.59655,"17/03/2024","False","Female",20,"Other","White",1.51823333333333,3,3,0,1,3,0,0,3,0,2,0,1,0,0,3,3,0,2,1,0,0,0,2,0,0,3,1.12397999999995,2,0.04,0.74,0.76,0.35,0.67,0,0.75,0,0.3,0.79,0.14,0.12,0.14,0.89,0.24,0.75,0.09,0.08,0.82,0.08,0.09,0.26,0,0.5,1.49461666666667,1,4,3,1,3,1,4,0,0,1,2,3,4,1,0,0,1,2,2,3,2,3,1.41663333333333,4,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0.1175,0.7875,0.6925,0.785,0.825,0.8875,0.143094519657517,0,0.6,2.6,0.4,1.8,0.797424410808055,0.476190476190476,1.37494588638106,3,2,5,-1,1
"S286","SONA",23.6312666666667,"18/03/2024","False","Female",19,"Bachelor","South Asian",1.52968333333333,4,2,1,2,2,0,0,1,2,1,2,2,2,2,2,2,1,3,1,1,1,1,1,1,1,2,1.22402833333313,2,0.66,0.87,0.38,0.5,1,0.55,0.32,0.5,0.59,0.55,0.7,0.55,0.07,1,0.84,0.5,0.47,0.42,0.32,0.5,0.43,0.53,0.89,0.59,1.40785,3,3,2,1,2,2,2,1,2,3,2,2,2,1,1,1,3,1,3,4,2,0,1.2588,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0.7275,0.425,0.4225,0.7275,0.4725,0.7175,0.167824154277285,1.2,1,1.8,1,2.2,0.551170869774594,0.476190476190476,0.943650459903555,2,3,5,1,-1
"S287","SONA",37.2909666666667,"18/03/2024","False","Female",18,"High School","White",3.02501666666667,1,2,1,1,3,0,1,3,1,2,1,1,0,2,1,1,1,2,1,1,0,1,1,0,1,2,1.98298333333333,2,0.48,1,0.37,0.83,0.77,0.34,0.29,0.07,0.36,0.73,0.28,0.55,0.22,1,0.57,0.91,0.79,0,0.59,0,0.23,0,0.13,0.28,2.5558,3,3,2,1,2,1,2,1,0,2,1,0,3,2,1,3,3,3,1,2,1,0,3.5771,4,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0.4325,0.705,0.595,0.74,0.7075,0.9825,0.19290303583029,0.6,1,2.2,1,1.2,0.649161948382459,0.404761904761905,1.02353263143832,4,4,8,0,0
